i,ÀÌ¸§, ÄÚµå, °Å·¡¼Ò, koscom_day, naver_day
818,02160,02160.HK,È«Äá °Å·¡¼Ò,20221231,20221231
819,02131,02131.HK,È«Äá °Å·¡¼Ò,20221231,20221231
820,01501,01501.HK,È«Äá °Å·¡¼Ò,20221231,20221231
821,08617,08617.HK,È«Äá °Å·¡¼Ò,20230331,20230331
822,06989,06989.HK,È«Äá °Å·¡¼Ò,20221231,20221231
823,02370,02370.HK,È«Äá °Å·¡¼Ò,20220630,20220630
824,01861,01861.HK,È«Äá °Å·¡¼Ò,20221231,20221231
825,09999,09999.HK,È«Äá °Å·¡¼Ò,20230331,20230331
826,01701,01701.HK,È«Äá °Å·¡¼Ò,20221231,20221231
828,06999,06999.HK,È«Äá °Å·¡¼Ò,20221231,20221231
829,00123,00123.HK,È«Äá °Å·¡¼Ò,20221231,20221231
831,03718,03718.HK,È«Äá °Å·¡¼Ò,20221231,20221231
832,08616,08616.HK,È«Äá °Å·¡¼Ò,20221231,20221231
833,06978,06978.HK,È«Äá °Å·¡¼Ò,20221231,20221231
834,06618,06618.HK,È«Äá °Å·¡¼Ò,20221231,20221231
835,01489,01489.HK,È«Äá °Å·¡¼Ò,20220930,20220930
836,09960,09960.HK,È«Äá °Å·¡¼Ò,20221231,20221231
837,01875,01875.HK,È«Äá °Å·¡¼Ò,20221231,20221231
838,00434,00434.HK,È«Äá °Å·¡¼Ò,20230331,20230331
839,00816,00816.HK,È«Äá °Å·¡¼Ò,20221231,20221231
840,02263,02263.HK,È«Äá °Å·¡¼Ò,20220930,20220930
841,01608,01608.HK,È«Äá °Å·¡¼Ò,20221231,20221231
842,02385,02385.HK,È«Äá °Å·¡¼Ò,20221231,20221231
843,09992,09992.HK,È«Äá °Å·¡¼Ò,20221231,20221231
845,02325,02325.HK,È«Äá °Å·¡¼Ò,20221231,20221231
846,02210,02210.HK,È«Äá °Å·¡¼Ò,20221231,20221231
847,02257,02257.HK,È«Äá °Å·¡¼Ò,20221231,20221231
848,09916,09916.HK,È«Äá °Å·¡¼Ò,20221231,20221231
850,06698,06698.HK,È«Äá °Å·¡¼Ò,20221231,20221231
851,02433,02433.HK,È«Äá °Å·¡¼Ò,20221231,20221231
852,09979,09979.HK,È«Äá °Å·¡¼Ò,20221231,20221231
853,09878,09878.HK,È«Äá °Å·¡¼Ò,20221231,20221231
854,01066,01066.HK,È«Äá °Å·¡¼Ò,20221231,20221231
855,06878,06878.HK,È«Äá °Å·¡¼Ò,20221231,20221231
857,08496,08496.HK,È«Äá °Å·¡¼Ò,20230331,20230331
858,06855,06855.HK,È«Äá °Å·¡¼Ò,20221231,20221231
861,09908,09908.HK,È«Äá °Å·¡¼Ò,20221231,20221231
862,09898,09898.HK,È«Äá °Å·¡¼Ò,20230331,20230331
863,02372,02372.HK,È«Äá °Å·¡¼Ò,20221231,20221231
864,03896,03896.HK,È«Äá °Å·¡¼Ò,20230331,20230331
865,01220,01220.HK,È«Äá °Å·¡¼Ò,20220930,20220930
866,09688,09688.HK,È«Äá °Å·¡¼Ò,20230331,20230331
867,02146,02146.HK,È«Äá °Å·¡¼Ò,20221231,20221231
868,06608,06608.HK,È«Äá °Å·¡¼Ò,20221231,20221231
869,01953,01953.HK,È«Äá °Å·¡¼Ò,20221031,20221031
871,01945,01945.HK,È«Äá °Å·¡¼Ò,20221231,20221231
872,02175,02175.HK,È«Äá °Å·¡¼Ò,20220228,20220228
873,03686,03686.HK,È«Äá °Å·¡¼Ò,20221231,20221231
875,09698,09698.HK,È«Äá °Å·¡¼Ò,20230331,20230331
877,09956,09956.HK,È«Äá °Å·¡¼Ò,20221231,20221231
878,09961,09961.HK,È«Äá °Å·¡¼Ò,20230331,20230331
879,02126,02126.HK,È«Äá °Å·¡¼Ò,20221231,20221231
880,02192,02192.HK,È«Äá °Å·¡¼Ò,20221231,20221231
881,02455,02455.HK,È«Äá °Å·¡¼Ò,20221231,20221231
882,02235,02235.HK,È«Äá °Å·¡¼Ò,20221231,20221231
883,00524,00524.HK,È«Äá °Å·¡¼Ò,20221231,20221231
884,02252,02252.HK,È«Äá °Å·¡¼Ò,20221231,20221231
885,02245,02245.HK,È«Äá °Å·¡¼Ò,20221231,20221231
886,02482,02482.HK,È«Äá °Å·¡¼Ò,20221231,20221231
887,02150,02150.HK,È«Äá °Å·¡¼Ò,20221231,20221231
888,02407,02407.HK,È«Äá °Å·¡¼Ò,20221231,20221231
889,01247,01247.HK,È«Äá °Å·¡¼Ò,20221231,20221231
890,02205,02205.HK,È«Äá °Å·¡¼Ò,20220630,20220630
891,02352,02352.HK,È«Äá °Å·¡¼Ò,20221231,20221231
892,09959,09959.HK,È«Äá °Å·¡¼Ò,20221231,20221231
893,09696,09696.HK,È«Äá °Å·¡¼Ò,20221231,20221231
894,06633,06633.HK,È«Äá °Å·¡¼Ò,20221231,20221231
895,02190,02190.HK,È«Äá °Å·¡¼Ò,20221231,20221231
896,02391,02391.HK,È«Äá °Å·¡¼Ò,20230331,20230331
897,06689,06689.HK,È«Äá °Å·¡¼Ò,20221231,20221231
898,02423,02423.HK,È«Äá °Å·¡¼Ò,20230331,20230331
899,06667,06667.HK,È«Äá °Å·¡¼Ò,20221231,20221231
900,01948,01948.HK,È«Äá °Å·¡¼Ò,20221231,20221231
901,02306,02306.HK,È«Äá °Å·¡¼Ò,20221231,20221231
902,02390,02390.HK,È«Äá °Å·¡¼Ò,20230331,20230331
903,08226,08226.HK,È«Äá °Å·¡¼Ò,20230331,20230331
904,08112,08112.HK,È«Äá °Å·¡¼Ò,20230331,20230331
905,02276,02276.HK,È«Äá °Å·¡¼Ò,20221231,20221231
907,02420,02420.HK,È«Äá °Å·¡¼Ò,20221231,20221231
908,00685,00685.HK,È«Äá °Å·¡¼Ò,20230331,20230331
909,02425,02425.HK,È«Äá °Å·¡¼Ò,20221231,20221231
910,00064,00064.HK,È«Äá °Å·¡¼Ò,20220930,20220930
911,07827,07827.HK,È«Äá °Å·¡¼Ò,20221231,20221231
912,01405,01405.HK,È«Äá °Å·¡¼Ò,20221231,20221231
919,09638,09638.HK,È«Äá °Å·¡¼Ò,20221231,20221231
920,00069,00069.HK,È«Äá °Å·¡¼Ò,20221231,20221231
921,01038,01038.HK,È«Äá °Å·¡¼Ò,20221231,20221231
922,00019,00019.HK,È«Äá °Å·¡¼Ò,20221231,20221231
923,00511,00511.HK,È«Äá °Å·¡¼Ò,20221231,20221231
924,00023,00023.HK,È«Äá °Å·¡¼Ò,20221231,20221231
925,00315,00315.HK,È«Äá °Å·¡¼Ò,20221231,20221231
926,00267,00267.HK,È«Äá °Å·¡¼Ò,20221231,20221231
927,00041,00041.HK,È«Äá °Å·¡¼Ò,20221231,20221231
928,00291,00291.HK,È«Äá °Å·¡¼Ò,20221231,20221231
929,00010,00010.HK,È«Äá °Å·¡¼Ò,20221231,20221231
930,00012,00012.HK,È«Äá °Å·¡¼Ò,20221231,20221231
931,00003,00003.HK,È«Äá °Å·¡¼Ò,20221231,20221231
932,00242,00242.HK,È«Äá °Å·¡¼Ò,20221231,20221231
933,00045,00045.HK,È«Äá °Å·¡¼Ò,20221231,20221231
934,00006,00006.HK,È«Äá °Å·¡¼Ò,20221231,20221231
935,00363,00363.HK,È«Äá °Å·¡¼Ò,20221231,20221231
936,00083,00083.HK,È«Äá °Å·¡¼Ò,20221231,20221231
937,00522,00522.HK,È«Äá °Å·¡¼Ò,20230331,20230331
939,00900,00900.HK,È«Äá °Å·¡¼Ò,20230228,20230228
940,00030,00030.HK,È«Äá °Å·¡¼Ò,20210930,20210930
941,00392,00392.HK,È«Äá °Å·¡¼Ò,20221231,20221231
942,00308,00308.HK,È«Äá °Å·¡¼Ò,20221231,20221231
943,00057,00057.HK,È«Äá °Å·¡¼Ò,20220930,20220930
944,01123,01123.HK,È«Äá °Å·¡¼Ò,20220930,20220930
945,00341,00341.HK,È«Äá °Å·¡¼Ò,20230331,20230331
946,01093,01093.HK,È«Äá °Å·¡¼Ò,20230331,20230331
947,01938,01938.HK,È«Äá °Å·¡¼Ò,20221231,20221231
948,00585,00585.HK,È«Äá °Å·¡¼Ò,20221231,20221231
949,00418,00418.HK,È«Äá °Å·¡¼Ò,20221231,20221231
950,00694,00694.HK,È«Äá °Å·¡¼Ò,20221231,20221231
951,00393,00393.HK,È«Äá °Å·¡¼Ò,20221231,20221231
952,00506,00506.HK,È«Äá °Å·¡¼Ò,20221231,20221231
953,00135,00135.HK,È«Äá °Å·¡¼Ò,20221231,20221231
954,00440,00440.HK,È«Äá °Å·¡¼Ò,20221231,20221231
955,00144,00144.HK,È«Äá °Å·¡¼Ò,20221231,20221231
956,00688,00688.HK,È«Äá °Å·¡¼Ò,20221231,20221231
957,00066,00066.HK,È«Äá °Å·¡¼Ò,20221231,20221231
958,08072,08072.HK,È«Äá °Å·¡¼Ò,20230331,20230331
959,00004,00004.HK,È«Äá °Å·¡¼Ò,20221231,20221231
960,01052,01052.HK,È«Äá °Å·¡¼Ò,20221231,20221231
961,01044,01044.HK,È«Äá °Å·¡¼Ò,20221231,20221231
962,00053,00053.HK,È«Äá °Å·¡¼Ò,20221231,20221231
963,00480,00480.HK,È«Äá °Å·¡¼Ò,20230331,20230331
964,00113,00113.HK,È«Äá °Å·¡¼Ò,20230331,20230331
965,00293,00293.HK,È«Äá °Å·¡¼Ò,20221231,20221231
966,01176,01176.HK,È«Äá °Å·¡¼Ò,20221231,20221231
967,00330,00330.HK,È«Äá °Å·¡¼Ò,20221231,20221231
968,00101,00101.HK,È«Äá °Å·¡¼Ò,20221231,20221231
969,00583,00583.HK,È«Äá °Å·¡¼Ò,20221231,20221231
970,00178,00178.HK,È«Äá °Å·¡¼Ò,20230331,20230331
971,00255,00255.HK,È«Äá °Å·¡¼Ò,20221231,20221231
973,01686,01686.HK,È«Äá °Å·¡¼Ò,20221231,20221231
974,00243,00243.HK,È«Äá °Å·¡¼Ò,20221031,20221031
975,00710,00710.HK,È«Äá °Å·¡¼Ò,20221231,20221231
976,00760,00760.HK,È«Äá °Å·¡¼Ò,20221231,20221231
977,00050,00050.HK,È«Äá °Å·¡¼Ò,20221231,20221231
978,01989,01989.HK,È«Äá °Å·¡¼Ò,20230331,20230331
979,00167,00167.HK,È«Äá °Å·¡¼Ò,20220630,20220630
980,01200,01200.HK,È«Äá °Å·¡¼Ò,20221231,20221231
981,01138,01138.HK,È«Äá °Å·¡¼Ò,20221231,20221231
982,01170,01170.HK,È«Äá °Å·¡¼Ò,20220930,20220930
983,01109,01109.HK,È«Äá °Å·¡¼Ò,20221231,20221231
984,01202,01202.HK,È«Äá °Å·¡¼Ò,20221231,20221231
985,01098,01098.HK,È«Äá °Å·¡¼Ò,20221231,20221231
986,00638,00638.HK,È«Äá °Å·¡¼Ò,20220930,20220930
987,08033,08033.HK,È«Äá °Å·¡¼Ò,20230331,20230331
988,00670,00670.HK,È«Äá °Å·¡¼Ò,20221231,20221231
989,00696,00696.HK,È«Äá °Å·¡¼Ò,20221231,20221231
990,00966,00966.HK,È«Äá °Å·¡¼Ò,20221231,20221231
991,08021,08021.HK,È«Äá °Å·¡¼Ò,20230131,20230131
992,02383,02383.HK,È«Äá °Å·¡¼Ò,20221231,20221231
993,01357,01357.HK,È«Äá °Å·¡¼Ò,20221231,20221231
994,00593,00593.HK,È«Äá °Å·¡¼Ò,20221231,20221231
995,00921,00921.HK,È«Äá °Å·¡¼Ò,20230331,20230331
996,00676,00676.HK,È«Äá °Å·¡¼Ò,20221231,20221231
997,01205,01205.HK,È«Äá °Å·¡¼Ò,20221231,20221231
998,01071,01071.HK,È«Äá °Å·¡¼Ò,20221231,20221231
999,00831,00831.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1000,02886,02886.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1001,00576,00576.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1002,00148,00148.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1003,00420,00420.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1004,00722,00722.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1005,00914,00914.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1006,00038,00038.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1007,00518,00518.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1008,00124,00124.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1009,00345,00345.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1010,03968,03968.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1011,00874,00874.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1012,00323,00323.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1013,00042,00042.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1014,00165,00165.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1015,01166,01166.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1016,00347,00347.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1017,03339,03339.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1018,00719,00719.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1019,08006,08006.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1020,00168,00168.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1021,01272,01272.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1022,00682,00682.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1023,00046,00046.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1024,02329,02329.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1025,01122,01122.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1026,00358,00358.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1027,01053,01053.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1028,00995,00995.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1029,00316,00316.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1030,00754,00754.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1031,00317,00317.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1032,00751,00751.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1033,08026,08026.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1034,00450,00450.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1035,00626,00626.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1036,00984,00984.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1037,00551,00551.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1038,00683,00683.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1039,00717,00717.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1040,00062,00062.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1041,01225,01225.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1042,01083,01083.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1043,00553,00553.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1044,01072,01072.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1045,02324,02324.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1046,01046,01046.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1047,00018,00018.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1048,00747,00747.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1049,00983,00983.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1050,08095,08095.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1051,08270,08270.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1052,00245,00245.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1053,00125,00125.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1054,02023,02023.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1055,00693,00693.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1056,01070,01070.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1057,08028,08028.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1058,00322,00322.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1059,00610,00610.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1060,00548,00548.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1061,01313,01313.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1062,00809,00809.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1063,00187,00187.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1064,01133,01133.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1065,01108,01108.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1066,00367,00367.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1067,00177,00177.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1068,08005,08005.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1069,01229,01229.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1070,00731,00731.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1071,00519,00519.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1072,00815,00815.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1073,03600,03600.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1074,00237,00237.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1075,01073,01073.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1076,00590,00590.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1077,00129,00129.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1078,00373,00373.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1079,00071,00071.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1080,00156,00156.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1081,00279,00279.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1082,00306,00306.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1083,00186,00186.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1084,01196,01196.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1085,01221,01221.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1086,00439,00439.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1087,00119,00119.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1088,00715,00715.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1089,00294,00294.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1090,00432,00432.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1091,00028,00028.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1093,00227,00227.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1094,00621,00621.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1095,00058,00058.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1096,00032,00032.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1097,00491,00491.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1098,00305,00305.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1099,00105,00105.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1100,00295,00295.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1101,01120,01120.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1102,00451,00451.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1103,00269,00269.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1104,00711,00711.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1105,00052,00052.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1106,00118,00118.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1107,00258,00258.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1108,00996,00996.HK,È«Äá °Å·¡¼Ò,20210630,20210630
1109,01063,01063.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1110,00207,00207.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1111,00398,00398.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1112,00088,00088.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1113,00224,00224.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1114,00588,00588.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1115,01165,01165.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1116,00657,00657.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1117,00122,00122.HK,È«Äá °Å·¡¼Ò,20230131,20230131
1118,01182,01182.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1119,00938,00938.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1120,00334,00334.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1122,00677,00677.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1123,00616,00616.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1124,00051,00051.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1125,00604,00604.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1126,00226,00226.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1127,02030,02030.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1128,01050,01050.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1129,00126,00126.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1131,00084,00084.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1132,00287,00287.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1133,00495,00495.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1134,00547,00547.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1135,00488,00488.HK,È«Äá °Å·¡¼Ò,20230131,20230131
1136,00738,00738.HK,È«Äá °Å·¡¼Ò,20230228,20230228
1137,01047,01047.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1138,00851,00851.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1139,00406,00406.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1140,00771,00771.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1141,00716,00716.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1142,00328,00328.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1143,00882,00882.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1144,01105,01105.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1145,00684,00684.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1146,00082,00082.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1147,00752,00752.HK,È«Äá °Å·¡¼Ò,20221031,20221031
1148,02008,02008.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1149,00114,00114.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1150,00146,00146.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1151,00222,00222.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1152,00650,00650.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1153,00342,00342.HK,È«Äá °Å·¡¼Ò,20210630,20210630
1154,00603,00603.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1155,00103,00103.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1156,00061,00061.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1157,00894,00894.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1158,00928,00928.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1159,00171,00171.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1160,00458,00458.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1161,01629,01629.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1162,00608,00608.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1163,00403,00403.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1164,00570,00570.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1165,00388,00388.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1166,00369,00369.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1167,00542,00542.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1168,00560,00560.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1169,00627,00627.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1170,00641,00641.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1171,00383,00383.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1172,00002,00002.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1173,00236,00236.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1174,00769,00769.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1176,00532,00532.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1177,00179,00179.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1178,00247,00247.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1179,00510,00510.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1180,00250,00250.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1181,00097,00097.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1182,00025,00025.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1183,08281,08281.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1184,00643,00643.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1185,00613,00613.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1187,00770,00770.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1188,00485,00485.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1189,01125,01125.HK,È«Äá °Å·¡¼Ò,20230131,20230131
1190,01036,01036.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1191,00035,00035.HK,È«Äá °Å·¡¼Ò,20220930,20220930
1192,00080,00080.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1193,00127,00127.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1194,00525,00525.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1195,00669,00669.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1196,00142,00142.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1197,00040,00040.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1198,00517,00517.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1199,00133,00133.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1200,00152,00152.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1201,00138,00138.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1202,00425,00425.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1203,00158,00158.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1204,00411,00411.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1205,00256,00256.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1206,01055,01055.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1207,08406,08406.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1208,00857,00857.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1210,00992,00992.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1211,00008,00008.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1212,00991,00991.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1213,00107,00107.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1214,00303,00303.HK,È«Äá °Å·¡¼Ò,20230331,20230331
1215,00016,00016.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1216,00086,00086.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1217,01712,01712.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1218,01114,01114.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1219,01137,01137.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1220,00883,00883.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1221,00709,00709.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1222,02293,02293.HK,È«Äá °Å·¡¼Ò,20221231,20221231
1223,00014,00014.HK,È«Äá °Å·¡¼Ò,20221231,20221231
