i,이름, 코드, 거래소, koscom_day, naver_day
514,탄깡하역물류,TCL.HM,호치민 거래소,20230331,20230331
515,마세르코,MAC.HN,하노이 거래소,20230331,20230331
516,PGT홀딩스,PGT.HN,하노이 거래소,20230331,20230331
517,코텍건설,CTD.HM,호치민 거래소,20230331,20230331
518,손하인터내셔널,SHI.HM,호치민 거래소,20230331,20230331
519,빈드엉광물,KSB.HM,호치민 거래소,20230331,20230331
520,빅스 시큐리티스 JSC,VIX.HM,호치민 거래소,20230331,20230331
521,비나코넥스12,V12.HN,하노이 거래소,20230331,20230331
522,대외무역개발투자,FDC.HM,호치민 거래소,20230331,20230331
523,빈딘출판교육장비,BDB.HN,하노이 거래소,20230331,20230331
524,IDICO인프라,HTI.HM,호치민 거래소,20230331,20230331
526,컨터농약,CPC.HN,하노이 거래소,20230331,20230331
527,농업인쇄포장,INN.HN,하노이 거래소,20230331,20230331
528,TMT자동차,TMT.HM,호치민 거래소,20230331,20230331
529,하도그룹,HDG.HM,호치민 거래소,20230331,20230331
530,캉디엔주택,KDH.HM,호치민 거래소,20230331,20230331
531,안푸조사,APC.HM,호치민 거래소,20230331,20230331
532,티엔롱그룹,TLG.HM,호치민 거래소,20230331,20230331
533,빈플라스틱,VBC.HN,하노이 거래소,20221231,20221231
534,남부물류,STG.HM,호치민 거래소,20230331,20230331
535,꼬끼비나,CKV.HN,하노이 거래소,20230331,20230331
536,티인렌철강,TLH.HM,호치민 거래소,20230331,20230331
537,베트남둑용접봉,QHD.HN,하노이 거래소,20230331,20230331
538,동아플라스틱,DAG.HM,호치민 거래소,20230331,20230331
539,VNDIRECT증권,VND.HM,호치민 거래소,20230331,20230331
540,PV코팅,PVB.HN,하노이 거래소,20230331,20230331
541,벤탄무역서비스,BTT.HM,호치민 거래소,20230331,20230331
542,APG증권,APG.HM,호치민 거래소,20230331,20230331
543,리코지13,LIG.HN,하노이 거래소,20230331,20230331
544,아태증권,APS.HN,하노이 거래소,20230331,20230331
545,손라제당,SLS.HN,하노이 거래소,20230331,20230331
546,베카멕스인프라,IJC.HM,호치민 거래소,20230331,20230331
547,끄지상업개발,CCI.HM,호치민 거래소,20230331,20230331
548,나푸드그룹,NAF.HM,호치민 거래소,20230331,20230331
549,북부방직의류,TET.HN,하노이 거래소,20221231,20221231
550,비나코넥스21,V21.HN,하노이 거래소,20230331,20230331
551,포미나철강,POM.HM,호치민 거래소,20230331,20230331
552,센트럴 수력발전,CHP.HM,호치민 거래소,20230331,20230331
553,혹몬,HTC.HN,하노이 거래소,20230331,20230331
554,빈드엉무역개발,TDC.HM,호치민 거래소,20230331,20230331
555,빅토리 캐피털 JSC,PTL.HM,호치민 거래소,20230331,20230331
556,고급벽돌타일,MCC.HN,하노이 거래소,20230331,20230331
557,동남아하미코,KSD.HN,하노이 거래소,20230331,20230331
558,찌비엣투자관리,TVC.HN,하노이 거래소,20230331,20230331
559,닌반버이,NVT.HM,호치민 거래소,20230331,20230331
560,비나코넥스인력서비스,VCM.HN,하노이 거래소,20230331,20230331
561,롱비엣증권,VDS.HM,호치민 거래소,20230331,20230331
562,퐁푸제약,PPP.HN,하노이 거래소,20230331,20230331
563,페콘광업,FCM.HM,호치민 거래소,20230331,20230331
564,중앙금속,KMT.HN,하노이 거래소,20230331,20230331
565,두엔하이복합운송,TCO.HM,호치민 거래소,20230331,20230331
566,아태투자,API.HN,하노이 거래소,20230331,20230331
567,메코푸드,MCF.HN,하노이 거래소,20230331,20230331
568,베카멕스아스팔트,ACC.HM,호치민 거래소,20221231,20221231
569,PV뇬짯,NT2.HM,호치민 거래소,20230331,20230331
570,벤탄상수도,BTW.HN,하노이 거래소,20230331,20230331
571,PV석유유통,PSD.HN,하노이 거래소,20230331,20230331
572,콘스트레크심8,CX8.HN,하노이 거래소,20230331,20230331
573,SPM제약,SPM.HM,호치민 거래소,20221231,20221231
574,엘콤 기술통신,ELC.HM,호치민 거래소,20230331,20230331
575,TNT 그룹,TNT.HM,호치민 거래소,20230331,20230331
576,HUD1 투자건설,HU1.HM,호치민 거래소,20230331,20230331
577,빈푹인프라개발,IDV.HN,하노이 거래소,20230331,20230331
578,알파남E&C,AME.HN,하노이 거래소,20230331,20230331
579,송바,SBA.HM,호치민 거래소,20230331,20230331
580,삼끄엉전기통신소재,SMT.HN,하노이 거래소,20230331,20230331
581,다이티엔록,DTL.HM,호치민 거래소,20230331,20230331
582,다낭항공서비스,MAS.HN,하노이 거래소,20230331,20230331
583,득롱자라이그룹,DLG.HM,호치민 거래소,20230331,20230331
584,뉴이뇨스톤,NNC.HM,호치민 거래소,20221231,20221231
585,빈드엉건설,BCE.HM,호치민 거래소,20230331,20230331
586,제2전기건설,VE3.HN,하노이 거래소,20230331,20230331
587,DIC부동산2,DC2.HN,하노이 거래소,20230331,20230331
588,BIDV증권,BSI.HM,호치민 거래소,20230331,20230331
