i,이름, 코드, 거래소, koscom_day, naver_day
2996,8892,8892.T,도쿄 거래소,20230331,20230331
2997,9376,9376.T,도쿄 거래소,20230331,20230331
2998,2763,2763.T,도쿄 거래소,20230331,20230331
2999,4833,4833.T,도쿄 거래소,20230331,20230331
3000,5184,5184.T,도쿄 거래소,20230331,20230331
3001,6864,6864.T,도쿄 거래소,20230331,20230331
3002,7399,7399.T,도쿄 거래소,20230331,20230331
3003,2768,2768.T,도쿄 거래소,20230331,20230331
3004,8316,8316.T,도쿄 거래소,20230331,20230331
3005,6724,6724.T,도쿄 거래소,20230331,20230331
3006,6723,6723.T,도쿄 거래소,20230331,20230331
3007,8912,8912.T,도쿄 거래소,20230331,20230331
3008,8955,8955.T,도쿄 거래소,20221231,20221231
3009,8956,8956.T,도쿄 거래소,20230430,20230430
3010,6663,6663.T,도쿄 거래소,20230320,20230320
3011,2776,2776.T,도쿄 거래소,20230430,20230430
3012,1739,1739.T,도쿄 거래소,20230331,20230331
3013,8914,8914.T,도쿄 거래소,20230331,20230331
3014,4824,4824.T,도쿄 거래소,20230430,20230430
3015,2708,2708.T,도쿄 거래소,20230331,20230331
3016,4304,4304.T,도쿄 거래소,20230331,20230331
3017,9267,9267.T,도쿄 거래소,20230320,20230320
3018,4925,4925.T,도쿄 거래소,20230331,20230331
3019,2754,2754.T,도쿄 거래소,20230331,20230331
3020,6189,6189.T,도쿄 거래소,20230331,20230331
3021,3712,3712.T,도쿄 거래소,20230331,20230331
3022,6269,6269.T,도쿄 거래소,20230331,20230331
3023,7844,7844.T,도쿄 거래소,20230331,20230331
3024,6757,6757.T,도쿄 거래소,20230430,20230430
3025,6736,6736.T,도쿄 거래소,20230331,20230331
3026,6727,6727.T,도쿄 거래소,20230331,20230331
3027,2778,2778.T,도쿄 거래소,20230220,20230220
3028,2780,2780.T,도쿄 거래소,20230331,20230331
3029,2747,2747.T,도쿄 거래소,20230228,20230228
3030,6721,6721.T,도쿄 거래소,20230331,20230331
3031,3719,3719.T,도쿄 거래소,20230331,20230331
3032,3710,3710.T,도쿄 거래소,20230331,20230331
3033,4777,4777.T,도쿄 거래소,20230331,20230331
3034,9820,9820.T,도쿄 거래소,20230331,20230331
3035,8622,8622.T,도쿄 거래소,20230331,20230331
3036,2734,2734.T,도쿄 거래소,20230228,20230228
3037,6777,6777.T,도쿄 거래소,20230331,20230331
3038,8614,8614.T,도쿄 거래소,20230331,20230331
3039,2656,2656.T,도쿄 거래소,20230331,20230331
3040,2782,2782.T,도쿄 거래소,20230331,20230331
3041,8917,8917.T,도쿄 거래소,20230430,20230430
3042,1721,1721.T,도쿄 거래소,20230331,20230331
3043,2323,2323.T,도쿄 거래소,20230331,20230331
3044,7623,7623.T,도쿄 거래소,20230430,20230430
3045,2370,2370.T,도쿄 거래소,20230331,20230331
3046,6676,6676.T,도쿄 거래소,20230331,20230331
3047,2371,2371.T,도쿄 거래소,20230331,20230331
3048,2372,2372.T,도쿄 거래소,20230331,20230331
3049,8957,8957.T,도쿄 거래소,20230131,20230131
3050,2374,2374.T,도쿄 거래소,20230331,20230331
3051,2784,2784.T,도쿄 거래소,20230331,20230331
3052,2926,2926.T,도쿄 거래소,20230331,20230331
3053,3723,3723.T,도쿄 거래소,20230331,20230331
3054,1662,1662.T,도쿄 거래소,20230331,20230331
3055,2376,2376.T,도쿄 거래소,20230331,20230331
3056,5018,5018.T,도쿄 거래소,20230228,20230228
3057,2819,2819.T,도쿄 거래소,20230331,20230331
3058,2789,2789.T,도쿄 거래소,20230228,20230228
3059,2790,2790.T,도쿄 거래소,20230331,20230331
3060,2384,2384.T,도쿄 거래소,20230331,20230331
3061,6268,6268.T,도쿄 거래소,20230331,20230331
3062,2791,2791.T,도쿄 거래소,20230228,20230228
3063,4290,4290.T,도쿄 거래소,20230331,20230331
3064,2788,2788.T,도쿄 거래소,20230331,20230331
3065,2385,2385.T,도쿄 거래소,20230331,20230331
3066,3433,3433.T,도쿄 거래소,20230331,20230331
3067,7746,7746.T,도쿄 거래소,20230331,20230331
3068,6267,6267.T,도쿄 거래소,20230430,20230430
3069,8918,8918.T,도쿄 거래소,20230228,20230228
3070,4564,4564.T,도쿄 거래소,20230331,20230331
3071,2389,2389.T,도쿄 거래소,20230331,20230331
3072,2388,2388.T,도쿄 거래소,20230331,20230331
3073,2795,2795.T,도쿄 거래소,20230331,20230331
3074,3733,3733.T,도쿄 거래소,20230430,20230430
3075,6678,6678.T,도쿄 거래소,20230331,20230331
3076,2391,2391.T,도쿄 거래소,20230430,20230430
3077,7849,7849.T,도쿄 거래소,20230331,20230331
3078,8919,8919.T,도쿄 거래소,20230331,20230331
3079,2436,2436.T,도쿄 거래소,20230331,20230331
3080,1717,1717.T,도쿄 거래소,20230331,20230331
3081,9278,9278.T,도쿄 거래소,20230228,20230228
3082,2397,2397.T,도쿄 거래소,20230331,20230331
3083,2796,2796.T,도쿄 거래소,20230228,20230228
3084,2379,2379.T,도쿄 거래소,20230228,20230228
3085,8697,8697.T,도쿄 거래소,20230331,20230331
3086,8923,8923.T,도쿄 거래소,20230228,20230228
3087,2393,2393.T,도쿄 거래소,20230331,20230331
3088,8920,8920.T,도쿄 거래소,20230331,20230331
3089,8921,8921.T,도쿄 거래소,20230131,20230131
3090,3319,3319.T,도쿄 거래소,20230331,20230331
3091,1719,1719.T,도쿄 거래소,20230331,20230331
3092,8961,8961.T,도쿄 거래소,20230228,20230228
3093,3204,3204.T,도쿄 거래소,20230331,20230331
3094,3738,3738.T,도쿄 거래소,20230331,20230331
3095,2329,2329.T,도쿄 거래소,20230331,20230331
3096,3317,3317.T,도쿄 거래소,20230331,20230331
3097,3316,3316.T,도쿄 거래소,20230331,20230331
3098,3320,3320.T,도쿄 거래소,20230430,20230430
3099,9263,9263.T,도쿄 거래소,20230131,20230131
3100,6675,6675.T,도쿄 거래소,20230331,20230331
3101,3434,3434.T,도쿄 거래소,20230331,20230331
3102,8795,8795.T,도쿄 거래소,20230331,20230331
3103,2935,2935.T,도쿄 거래소,20230228,20230228
3104,6674,6674.T,도쿄 거래소,20230331,20230331
3105,1909,1909.T,도쿄 거래소,20230331,20230331
3106,6648,6648.T,도쿄 거래소,20230331,20230331
3107,7809,7809.T,도쿄 거래소,20230331,20230331
3108,8524,8524.T,도쿄 거래소,20230331,20230331
3109,8616,8616.T,도쿄 거래소,20230331,20230331
3110,3321,3321.T,도쿄 거래소,20230228,20230228
3111,1720,1720.T,도쿄 거래소,20230331,20230331
3112,3322,3322.T,도쿄 거래소,20230331,20230331
3113,3323,3323.T,도쿄 거래소,20230331,20230331
3114,3607,3607.T,도쿄 거래소,20230228,20230228
3115,3431,3431.T,도쿄 거래소,20230331,20230331
3116,5017,5017.T,도쿄 거래소,20230331,20230331
3117,8928,8928.T,도쿄 거래소,20230331,20230331
3118,1716,1716.T,도쿄 거래소,20230331,20230331
3119,2226,2226.T,도쿄 거래소,20230331,20230331
3120,6433,6433.T,도쿄 거래소,20230331,20230331
3121,8927,8927.T,도쿄 거래소,20230430,20230430
3122,3326,3326.T,도쿄 거래소,20230331,20230331
3123,3741,3741.T,도쿄 거래소,20230331,20230331
3124,8963,8963.T,도쿄 거래소,20221231,20221231
3125,2733,2733.T,도쿄 거래소,20230331,20230331
3126,3315,3315.T,도쿄 거래소,20230331,20230331
3127,2402,2402.T,도쿄 거래소,20230331,20230331
3128,8958,8958.T,도쿄 거래소,20230331,20230331
3129,3726,3726.T,도쿄 거래소,20230331,20230331
3130,4237,4237.T,도쿄 거래소,20230331,20230331
3131,7747,7747.T,도쿄 거래소,20230331,20230331
3132,4565,4565.T,도쿄 거래소,20230331,20230331
3133,2404,2404.T,도쿄 거래소,20230228,20230228
3134,7839,7839.T,도쿄 거래소,20230331,20230331
3135,3329,3329.T,도쿄 거래소,20230430,20230430
3136,3328,3328.T,도쿄 거래소,20230331,20230331
3137,6266,6266.T,도쿄 거래소,20230331,20230331
3138,8929,8929.T,도쿄 거래소,20230331,20230331
3139,8198,8198.T,도쿄 거래소,20230228,20230228
3140,6668,6668.T,도쿄 거래소,20230228,20230228
3141,3744,3744.T,도쿄 거래소,20230331,20230331
3142,3333,3333.T,도쿄 거래소,20230220,20230220
3143,7846,7846.T,도쿄 거래소,20230331,20230331
3144,2408,2408.T,도쿄 거래소,20230320,20230320
3145,2375,2375.T,도쿄 거래소,20230430,20230430
3146,9513,9513.T,도쿄 거래소,20230331,20230331
3147,2413,2413.T,도쿄 거래소,20230331,20230331
3148,3747,3747.T,도쿄 거래소,20230331,20230331
3149,6460,6460.T,도쿄 거래소,20230331,20230331
3150,3341,3341.T,도쿄 거래소,20230331,20230331
3151,8425,8425.T,도쿄 거래소,20230331,20230331
3152,2412,2412.T,도쿄 거래소,20230331,20230331
3153,2411,2411.T,도쿄 거래소,20230331,20230331
3154,7840,7840.T,도쿄 거래소,20230331,20230331
3155,3750,3750.T,도쿄 거래소,20230331,20230331
3156,3465,3465.T,도쿄 거래소,20230331,20230331
3157,8931,8931.T,도쿄 거래소,20230228,20230228
3158,2415,2415.T,도쿄 거래소,20230331,20230331
3159,2410,2410.T,도쿄 거래소,20230331,20230331
3160,5856,5856.T,도쿄 거래소,20230331,20230331
3161,6265,6265.T,도쿄 거래소,20230331,20230331
3162,7215,7215.T,도쿄 거래소,20230331,20230331
3163,2418,2418.T,도쿄 거래소,20230331,20230331
3164,9399,9399.T,도쿄 거래소,20230331,20230331
3165,3931,3931.T,도쿄 거래소,20230430,20230430
3166,8960,8960.T,도쿄 거래소,20221130,20221130
3167,3347,3347.T,도쿄 거래소,20230331,20230331
3168,4809,4809.T,도쿄 거래소,20230331,20230331
3169,3777,3777.T,도쿄 거래소,20230331,20230331
3170,3753,3753.T,도쿄 거래소,20230331,20230331
3171,3350,3350.T,도쿄 거래소,20230331,20230331
3172,8699,8699.T,도쿄 거래소,20230331,20230331
3173,6157,6157.T,도쿄 거래소,20230331,20230331
3174,8934,8934.T,도쿄 거래소,20230331,20230331
3175,8700,8700.T,도쿄 거래소,20230331,20230331
3176,7851,7851.T,도쿄 거래소,20230331,20230331
3177,6664,6664.T,도쿄 거래소,20230228,20230228
3178,3352,3352.T,도쿄 거래소,20230331,20230331
3179,2425,2425.T,도쿄 거래소,20230331,20230331
3180,4974,4974.T,도쿄 거래소,20230331,20230331
3181,8424,8424.T,도쿄 거래소,20230331,20230331
3182,1712,1712.T,도쿄 거래소,20230228,20230228
3183,3355,3355.T,도쿄 거래소,20230331,20230331
3184,2427,2427.T,도쿄 거래소,20230331,20230331
3185,1711,1711.T,도쿄 거래소,20230331,20230331
3186,8935,8935.T,도쿄 거래소,20230331,20230331
3187,7214,7214.T,도쿄 거래소,20230331,20230331
3188,3053,3053.T,도쿄 거래소,20230331,20230331
3189,3758,3758.T,도쿄 거래소,20230331,20230331
3190,2428,2428.T,도쿄 거래소,20230331,20230331
3191,3760,3760.T,도쿄 거래소,20230228,20230228
3192,3349,3349.T,도쿄 거래소,20230228,20230228
3193,8964,8964.T,도쿄 거래소,20221231,20221231
3194,8793,8793.T,도쿄 거래소,20230331,20230331
3195,3358,3358.T,도쿄 거래소,20230331,20230331
3196,4875,4875.T,도쿄 거래소,20230331,20230331
3197,2429,2429.T,도쿄 거래소,20230331,20230331
3198,3360,3360.T,도쿄 거래소,20230331,20230331
3199,3826,3826.T,도쿄 거래소,20230228,20230228
3200,3895,3895.T,도쿄 거래소,20230331,20230331
3201,2432,2432.T,도쿄 거래소,20230331,20230331
3202,2433,2433.T,도쿄 거래소,20230331,20230331
3203,3359,3359.T,도쿄 거래소,20230331,20230331
3204,7837,7837.T,도쿄 거래소,20230331,20230331
3205,3361,3361.T,도쿄 거래소,20230430,20230430
3206,3763,3763.T,도쿄 거래소,20230331,20230331
3207,2927,2927.T,도쿄 거래소,20230228,20230228
3208,8938,8938.T,도쿄 거래소,20230331,20230331
3209,9514,9514.T,도쿄 거래소,20230331,20230331
3210,3766,3766.T,도쿄 거래소,20230331,20230331
3211,2373,2373.T,도쿄 거래소,20230430,20230430
3212,2435,2435.T,도쿄 거래소,20230331,20230331
3213,5133,5133.T,도쿄 거래소,20230331,20230331
3214,3765,3765.T,도쿄 거래소,20230331,20230331
3215,9029,9029.T,도쿄 거래소,20230331,20230331
3216,3768,3768.T,도쿄 거래소,20230331,20230331
3217,8704,8704.T,도쿄 거래소,20230331,20230331
3218,2437,2437.T,도쿄 거래소,20230228,20230228
3219,8698,8698.T,도쿄 거래소,20230331,20230331
3220,2438,2438.T,도쿄 거래소,20230430,20230430
3221,8940,8940.T,도쿄 거래소,20230228,20230228
3222,1400,1400.T,도쿄 거래소,20230331,20230331
3223,9424,9424.T,도쿄 거래소,20230331,20230331
3224,3370,3370.T,도쿄 거래소,20230331,20230331
3225,7836,7836.T,도쿄 거래소,20230331,20230331
3226,1401,1401.T,도쿄 거래소,20230228,20230228
3227,8706,8706.T,도쿄 거래소,20230331,20230331
3228,4347,4347.T,도쿄 거래소,20230331,20230331
3229,3770,3770.T,도쿄 거래소,20230430,20230430
3230,8967,8967.T,도쿄 거래소,20230131,20230131
3231,8705,8705.T,도쿄 거래소,20230331,20230331
3232,5288,5288.T,도쿄 거래소,20230331,20230331
3233,3372,3372.T,도쿄 거래소,20230331,20230331
3234,3772,3772.T,도쿄 거래소,20230331,20230331
3235,8789,8789.T,도쿄 거래소,20230331,20230331
3236,6158,6158.T,도쿄 거래소,20230331,20230331
3237,2445,2445.T,도쿄 거래소,20230331,20230331
3238,3771,3771.T,도쿄 거래소,20230331,20230331
3239,3375,3375.T,도쿄 거래소,20230331,20230331
3240,3435,3435.T,도쿄 거래소,20230331,20230331
3241,3773,3773.T,도쿄 거래소,20230331,20230331
3242,6159,6159.T,도쿄 거래소,20230228,20230228
3243,3851,3851.T,도쿄 거래소,20230331,20230331
3244,7749,7749.T,도쿄 거래소,20230331,20230331
3245,3377,3377.T,도쿄 거래소,20230228,20230228
3246,7760,7760.T,도쿄 거래소,20230331,20230331
3247,4238,4238.T,도쿄 거래소,20230430,20230430
3248,8972,8972.T,도쿄 거래소,20230430,20230430
3249,8944,8944.T,도쿄 거래소,20230331,20230331
3250,1382,1382.T,도쿄 거래소,20230331,20230331
3251,9028,9028.T,도쿄 거래소,20230331,20230331
3252,3776,3776.T,도쿄 거래소,20230331,20230331
3253,2453,2453.T,도쿄 거래소,20230331,20230331
3254,8945,8945.T,도쿄 거래소,20230331,20230331
3255,3382,3382.T,도쿄 거래소,20230228,20230228
3256,7679,7679.T,도쿄 거래소,20230228,20230228
3257,8946,8946.T,도쿄 거래소,20230331,20230331
3258,2454,2454.T,도쿄 거래소,20230331,20230331
3259,3388,3388.T,도쿄 거래소,20230331,20230331
3260,3778,3778.T,도쿄 거래소,20230331,20230331
3261,7832,7832.T,도쿄 거래소,20230331,20230331
3262,7831,7831.T,도쿄 거래소,20230430,20230430
3263,7833,7833.T,도쿄 거래소,20230331,20230331
3264,3387,3387.T,도쿄 거래소,20230228,20230228
3265,3386,3386.T,도쿄 거래소,20230331,20230331
3266,5218,5218.T,도쿄 거래소,20230430,20230430
3267,4568,4568.T,도쿄 거래소,20230331,20230331
3268,4188,4188.T,도쿄 거래소,20230331,20230331
3269,2459,2459.T,도쿄 거래소,20230228,20230228
3270,8975,8975.T,도쿄 거래소,20230430,20230430
3271,8976,8976.T,도쿄 거래소,20221130,20221130
3272,4985,4985.T,도쿄 거래소,20230331,20230331
3273,5741,5741.T,도쿄 거래소,20230331,20230331
3274,9423,9423.T,도쿄 거래소,20230331,20230331
3275,3782,3782.T,도쿄 거래소,20230331,20230331
3276,2461,2461.T,도쿄 거래소,20230331,20230331
3277,3784,3784.T,도쿄 거래소,20230331,20230331
3278,8999,8999.T,도쿄 거래소,20230331,20230331
3279,2462,2462.T,도쿄 거래소,20230228,20230228
3280,7829,7829.T,도쿄 거래소,20230228,20230228
3281,2464,2464.T,도쿄 거래소,20230331,20230331
3282,3787,3787.T,도쿄 거래소,20230331,20230331
3283,7213,7213.T,도쿄 거래소,20230331,20230331
3284,4927,4927.T,도쿄 거래소,20230331,20230331
3285,3779,3779.T,도쿄 거래소,20230331,20230331
3286,3788,3788.T,도쿄 거래소,20230331,20230331
3287,3393,3393.T,도쿄 거래소,20230331,20230331
3288,3391,3391.T,도쿄 거래소,20230515,20230515
3289,4975,4975.T,도쿄 거래소,20230331,20230331
3290,7208,7208.T,도쿄 거래소,20230331,20230331
3291,2468,2468.T,도쿄 거래소,20230331,20230331
3292,8979,8979.T,도쿄 거래소,20230430,20230430
3293,3774,3774.T,도쿄 거래소,20230331,20230331
3294,6161,6161.T,도쿄 거래소,20230320,20230320
3295,3395,3395.T,도쿄 거래소,20230331,20230331
3296,3793,3793.T,도쿄 거래소,20230331,20230331
3297,8707,8707.T,도쿄 거래소,20230331,20230331
3298,8783,8783.T,도쿄 거래소,20230331,20230331
3299,8996,8996.T,도쿄 거래소,20230331,20230331
3300,3397,3397.T,도쿄 거래소,20230331,20230331
3301,3796,3796.T,도쿄 거래소,20230331,20230331
3302,3399,3399.T,도쿄 거래소,20230430,20230430
3303,3549,3549.T,도쿄 거래소,20230220,20230220
3304,8995,8995.T,도쿄 거래소,20230331,20230331
3305,3020,3020.T,도쿄 거래소,20230331,20230331
3306,3798,3798.T,도쿄 거래소,20230331,20230331
3307,6262,6262.T,도쿄 거래소,20230331,20230331
3308,3021,3021.T,도쿄 거래소,20230228,20230228
3309,8708,8708.T,도쿄 거래소,20230331,20230331
3310,9265,9265.T,도쿄 거래소,20230228,20230228
3312,3023,3023.T,도쿄 거래소,20230331,20230331
3313,8416,8416.T,도쿄 거래소,20230331,20230331
3314,3024,3024.T,도쿄 거래소,20230331,20230331
3315,7338,7338.T,도쿄 거래소,20230331,20230331
3316,6659,6659.T,도쿄 거래소,20230331,20230331
3317,6658,6658.T,도쿄 거래소,20230331,20230331
3318,3800,3800.T,도쿄 거래소,20230331,20230331
3319,2475,2475.T,도쿄 거래소,20230331,20230331
3320,2477,2477.T,도쿄 거래소,20230331,20230331
3321,8984,8984.T,도쿄 거래소,20230228,20230228
3322,3028,3028.T,도쿄 거래소,20230331,20230331
3323,7779,7779.T,도쿄 거래소,20230331,20230331
3324,3030,3030.T,도쿄 거래소,20230228,20230228
3325,2479,2479.T,도쿄 거래소,20230331,20230331
3327,3031,3031.T,도쿄 거래소,20230430,20230430
3328,3802,3802.T,도쿄 거래소,20230331,20230331
3329,4240,4240.T,도쿄 거래소,20230331,20230331
3330,4569,4569.T,도쿄 거래소,20230331,20230331
3331,3035,3035.T,도쿄 거래소,20230220,20230220
3332,2480,2480.T,도쿄 거래소,20230331,20230331
3333,9421,9421.T,도쿄 거래소,20230331,20230331
3334,3034,3034.T,도쿄 거래소,20230331,20230331
3335,3803,3803.T,도쿄 거래소,20230331,20230331
3336,3036,3036.T,도쿄 거래소,20230331,20230331
3337,2483,2483.T,도쿄 거래소,20230331,20230331
3338,3804,3804.T,도쿄 거래소,20230430,20230430
3339,5821,5821.T,도쿄 거래소,20230331,20230331
3340,1605,1605.T,도쿄 거래소,20230331,20230331
3341,2484,2484.T,도쿄 거래소,20230228,20230228
3342,2485,2485.T,도쿄 거래소,20230331,20230331
3343,3799,3799.T,도쿄 거래소,20230331,20230331
3344,3807,3807.T,도쿄 거래소,20230331,20230331
3345,2986,2986.T,도쿄 거래소,20230331,20230331
3346,3038,3038.T,도쿄 거래소,20230430,20230430
3347,8985,8985.T,도쿄 거래소,20221231,20221231
3348,2487,2487.T,도쿄 거래소,20230331,20230331
3349,3041,3041.T,도쿄 거래소,20230331,20230331
3350,4241,4241.T,도쿄 거래소,20230331,20230331
3351,6656,6656.T,도쿄 거래소,20230430,20230430
3352,2488,2488.T,도쿄 거래소,20230331,20230331
3353,2489,2489.T,도쿄 거래소,20230331,20230331
3354,3042,3042.T,도쿄 거래소,20230331,20230331
3355,5742,5742.T,도쿄 거래소,20230331,20230331
3356,8987,8987.T,도쿄 거래소,20221231,20221231
3357,8986,8986.T,도쿄 거래소,20230331,20230331
3358,3810,3810.T,도쿄 거래소,20230228,20230228
3359,3045,3045.T,도쿄 거래소,20230228,20230228
3360,2491,2491.T,도쿄 거래소,20230331,20230331
3361,3046,3046.T,도쿄 거래소,20230228,20230228
3362,2493,2493.T,도쿄 거래소,20230228,20230228
3363,3048,3048.T,도쿄 거래소,20230228,20230228
3364,3226,3226.T,도쿄 거래소,20230228,20230228
3365,2497,2497.T,도쿄 거래소,20230331,20230331
3366,7827,7827.T,도쿄 거래소,20230430,20230430
3367,3228,3228.T,도쿄 거래소,20230228,20230228
3368,2121,2121.T,도쿄 거래소,20230331,20230331
3369,3814,3814.T,도쿄 거래소,20230331,20230331
3370,2122,2122.T,도쿄 거래소,20230331,20230331
3371,3815,3815.T,도쿄 거래소,20230228,20230228
3372,2124,2124.T,도쿄 거래소,20230331,20230331
3373,3816,3816.T,도쿄 거래소,20230430,20230430
3374,7826,7826.T,도쿄 거래소,20230331,20230331
3375,3054,3054.T,도쿄 거래소,20230331,20230331
3376,3050,3050.T,도쿄 거래소,20230228,20230228
3377,2127,2127.T,도쿄 거래소,20230331,20230331
3378,2975,2975.T,도쿄 거래소,20230228,20230228
3379,3823,3823.T,도쿄 거래소,20230228,20230228
3380,5019,5019.T,도쿄 거래소,20230331,20230331
3381,2498,2498.T,도쿄 거래소,20230331,20230331
3382,2120,2120.T,도쿄 거래소,20230331,20230331
3383,3817,3817.T,도쿄 거래소,20230331,20230331
3384,3232,3232.T,도쿄 거래소,20230331,20230331
3385,8418,8418.T,도쿄 거래소,20230331,20230331
3386,1435,1435.T,도쿄 거래소,20230331,20230331
3387,3231,3231.T,도쿄 거래소,20230331,20230331
3388,3058,3058.T,도쿄 거래소,20230331,20230331
3389,3059,3059.T,도쿄 거래소,20230331,20230331
3390,3961,3961.T,도쿄 거래소,20230331,20230331
3391,2130,2130.T,도쿄 거래소,20230331,20230331
3392,8304,8304.T,도쿄 거래소,20230331,20230331
3393,6640,6640.T,도쿄 거래소,20230331,20230331
3394,3825,3825.T,도쿄 거래소,20230331,20230331
3395,3063,3063.T,도쿄 거래소,20230228,20230228
3396,3064,3064.T,도쿄 거래소,20230331,20230331
3397,3234,3234.T,도쿄 거래소,20230131,20230131
3398,6258,6258.T,도쿄 거래소,20230331,20230331
3399,3236,3236.T,도쿄 거래소,20230228,20230228
3400,4665,4665.T,도쿄 거래소,20230331,20230331
3401,2134,2134.T,도쿄 거래소,20230331,20230331
3402,8769,8769.T,도쿄 거래소,20230331,20230331
3403,3457,3457.T,도쿄 거래소,20230331,20230331
3404,3065,3065.T,도쿄 거래소,20230228,20230228
3405,3067,3067.T,도쿄 거래소,20230331,20230331
3406,3068,3068.T,도쿄 거래소,20230331,20230331
3407,4344,4344.T,도쿄 거래소,20230331,20230331
3408,5440,5440.T,도쿄 거래소,20230331,20230331
3409,3835,3835.T,도쿄 거래소,20230331,20230331
3410,2136,2136.T,도쿄 거래소,20230331,20230331
3411,3237,3237.T,도쿄 거래소,20230331,20230331
3412,3070,3070.T,도쿄 거래소,20230430,20230430
3413,3836,3836.T,도쿄 거래소,20230331,20230331
3414,4570,4570.T,도쿄 거래소,20230331,20230331
3415,6257,6257.T,도쿄 거래소,20230331,20230331
3416,2138,2138.T,도쿄 거래소,20230331,20230331
3417,3241,3241.T,도쿄 거래소,20230331,20230331
3418,8772,8772.T,도쿄 거래소,20230331,20230331
3419,7313,7313.T,도쿄 거래소,20230331,20230331
3420,3071,3071.T,도쿄 거래소,20230430,20230430
3421,2139,2139.T,도쿄 거래소,20230331,20230331
3422,7822,7822.T,도쿄 거래소,20230331,20230331
3423,3839,3839.T,도쿄 거래소,20230331,20230331
3424,3073,3073.T,도쿄 거래소,20230228,20230228
3425,3840,3840.T,도쿄 거래소,20230331,20230331
3426,3075,3075.T,도쿄 거래소,20230215,20230215
3427,8771,8771.T,도쿄 거래소,20230331,20230331
3428,3040,3040.T,도쿄 거래소,20230331,20230331
3429,3841,3841.T,도쿄 거래소,20230331,20230331
3430,6638,6638.T,도쿄 거래소,20230331,20230331
3431,3842,3842.T,도쿄 거래소,20230331,20230331
3432,6637,6637.T,도쿄 거래소,20230331,20230331
3433,3843,3843.T,도쿄 거래소,20230430,20230430
3434,3844,3844.T,도쿄 거래소,20230331,20230331
3435,6635,6635.T,도쿄 거래소,20230331,20230331
3436,3845,3845.T,도쿄 거래소,20230331,20230331
3437,3242,3242.T,도쿄 거래소,20230331,20230331
3438,2148,2148.T,도쿄 거래소,20230331,20230331
3439,2150,2150.T,도쿄 거래소,20230331,20230331
3440,3079,3079.T,도쿄 거래소,20230331,20230331
3441,3076,3076.T,도쿄 거래소,20230331,20230331
3442,3708,3708.T,도쿄 거래소,20230331,20230331
3443,9412,9412.T,도쿄 거래소,20230331,20230331
3444,8354,8354.T,도쿄 거래소,20230331,20230331
3445,2146,2146.T,도쿄 거래소,20230331,20230331
3446,3077,3077.T,도쿄 거래소,20230331,20230331
3447,3848,3848.T,도쿄 거래소,20230331,20230331
3448,3847,3847.T,도쿄 거래소,20230331,20230331
3449,3290,3290.T,도쿄 거래소,20230228,20230228
3450,3080,3080.T,도쿄 거래소,20230228,20230228
3451,3850,3850.T,도쿄 거래소,20230331,20230331
3452,2152,2152.T,도쿄 거래소,20230331,20230331
3453,2154,2154.T,도쿄 거래소,20230331,20230331
3454,4242,4242.T,도쿄 거래소,20230331,20230331
3455,2153,2153.T,도쿄 거래소,20230228,20230228
3456,6634,6634.T,도쿄 거래소,20230228,20230228
3457,2157,2157.T,도쿄 거래소,20230228,20230228
3458,2158,2158.T,도쿄 거래소,20230331,20230331
3459,3852,3852.T,도쿄 거래소,20230331,20230331
3460,3853,3853.T,도쿄 거래소,20230331,20230331
3461,2156,2156.T,도쿄 거래소,20230331,20230331
3462,3854,3854.T,도쿄 거래소,20230430,20230430
3463,6255,6255.T,도쿄 거래소,20230228,20230228
3464,6633,6633.T,도쿄 거래소,20230331,20230331
3465,3082,3082.T,도쿄 거래소,20230331,20230331
3466,7821,7821.T,도쿄 거래소,20230331,20230331
3467,3244,3244.T,도쿄 거래소,20230228,20230228
3468,3246,3246.T,도쿄 거래소,20230430,20230430
3469,4369,4369.T,도쿄 거래소,20230430,20230430
3470,3245,3245.T,도쿄 거래소,20230331,20230331
3471,3083,3083.T,도쿄 거래소,20230228,20230228
3472,3440,3440.T,도쿄 거래소,20230228,20230228
3473,2160,2160.T,도쿄 거래소,20230331,20230331
3474,3085,3085.T,도쿄 거래소,20230331,20230331
3475,4243,4243.T,도쿄 거래소,20230331,20230331
3476,3856,3856.T,도쿄 거래소,20230331,20230331
3477,3086,3086.T,도쿄 거래소,20230228,20230228
3478,6254,6254.T,도쿄 거래소,20230331,20230331
3479,3857,3857.T,도쿄 거래소,20230331,20230331
3480,3089,3089.T,도쿄 거래소,20230228,20230228
3481,3087,3087.T,도쿄 거래소,20230228,20230228
3482,2982,2982.T,도쿄 거래소,20230331,20230331
3483,3249,3249.T,도쿄 거래소,20230131,20230131
3484,3248,3248.T,도쿄 거래소,20230430,20230430
3485,2162,2162.T,도쿄 거래소,20230331,20230331
3486,3441,3441.T,도쿄 거래소,20230430,20230430
3487,2163,2163.T,도쿄 거래소,20230430,20230430
3488,2164,2164.T,도쿄 거래소,20230228,20230228
3489,3088,3088.T,도쿄 거래소,20230331,20230331
3490,3252,3252.T,도쿄 거래소,20230331,20230331
3491,3858,3858.T,도쿄 거래소,20230331,20230331
3492,2168,2168.T,도쿄 거래소,20230228,20230228
3493,3092,3092.T,도쿄 거래소,20230331,20230331
3494,2169,2169.T,도쿄 거래소,20230331,20230331
3495,3254,3254.T,도쿄 거래소,20230331,20230331
3496,9466,9466.T,도쿄 거래소,20230331,20230331
